,synthesized_audio_data
40761,-721.5137641260632
40762,-675.6170892196395
40763,-617.9911354607716
40764,-543.7873362352395
40765,-466.19665133180314
40766,-384.7075050302939
40767,-318.79620771197585
40768,-258.0392647617395
40769,-225.72571814687888
40770,-199.6070763326816
40771,-206.3011713159979
40772,-212.67401732082737
40773,-240.3899313288794
40774,-258.68736560209766
40775,-295.3068390217635
40776,-326.2672331744365
40777,-366.9794331629047
40778,-393.6438470766977
40779,-423.62543275851726
40780,-450.3212374373596
40781,-484.74603535180927
40782,-526.5566008231913
40783,-574.9816311224571
40784,-632.1240523436516
40785,-679.3219796806382
40786,-719.2678892714131
40787,-726.0589458467311
40788,-718.3354925679824
40789,-679.1365944006418
40790,-643.0746588401709
40791,-590.6908955954902
40792,-551.5199133715215
40793,-499.9611272113509
40794,-460.0139591761534
40795,-403.5264991550411
40796,-346.0894850980471
40797,-267.3262260696846
40798,-184.1844016134242
40799,-91.54240935775617
40800,-1.3228120087352834e-09
40801,91.54240935556132
40802,184.18440161430004
40803,267.3262260683352
40804,346.0894851007684
40805,403.52649915679876
40806,460.0139591748786
40807,499.9611272119184
40808,551.519913372237
40809,590.6908955939022
40810,643.0746588411627
40811,679.1365943983918
40812,718.3354925680947
40813,726.0589458475223
40814,719.2678892674312
40815,679.3219796839328
40816,632.1240523423232
40817,574.9816311252797
40818,526.5566008245577
40819,484.7460353496914
40820,450.3212374366539
40821,423.6254327594042
40822,393.6438470765481
40823,366.97943316101276
40824,326.2672331739301
40825,295.30683901970247
40826,258.68736560220776
40827,240.389931328656
40828,212.67401732245474
40829,206.3011713158768
40830,199.60707633611625
40831,225.72571814676635
40832,258.03926476062827
40833,318.7962077113421
40834,384.70750502902933
40835,466.19665133024984
40836,543.7873362357241
40837,617.9911354594718
40838,675.6170892187413
40839,721.5137641267548
40840,775.0676002763545
40841,841.9650175279601
40842,933.0978440407306
40843,1022.9281328460438
40844,1130.521573744492
40845,1233.255290942363
40846,1348.372258484117
40847,1432.24920258025
40848,1507.6374274227878
40849,1541.9051446707592
40850,1569.9646866014305
40851,1575.6272130468858
40852,1588.2277649631765
40853,1585.784454022366
40854,1594.6112148181285
40855,1617.990530895036
40856,1668.6462463685996
40857,1712.355561034032
40858,1713.6341145653525
40859,1667.1568249127745
40860,1572.5133676091818
40861,1456.936642117735
40862,1308.9894628647771
40863,1172.3592064392017
40864,1052.2773717775153
40865,996.8270850912181
40866,963.1791355439793
40867,955.4793450573163
40868,905.3248539472369
40869,833.508844370445
40870,732.111604530373
40871,642.8399539169527
40872,537.3345313566233
40873,438.1421406571931
40874,348.6737361636607
40875,300.4360759874485
40876,286.3281454102048
40877,276.7527127206677
40878,258.9556574712153
40879,233.34125749300026
40880,224.0465962528745
40881,191.17210290860652
40882,133.9464377738132
40883,-1.4590711287183513
40884,-142.09448457789267
40885,-274.65595945469505
40886,-338.68603481588553
40887,-374.0771775686056
40888,-359.9438673406224
40889,-340.4052888634927
40890,-291.7753999737361
40891,-283.40767816110304
40892,-343.6570448467942
40893,-488.05294842020845
40894,-638.016386525719
40895,-730.3884783937946
40896,-751.0649870918597
40897,-720.7922087055194
40898,-680.7052163605579
40899,-604.0167414345611
40900,-516.0796122730576
40901,-400.0067522523029
40902,-332.4521977177935
40903,-264.08804267127874
40904,-212.5451739866823
40905,-113.10961951930288
40906,-36.15773553634893
40907,25.404496689455325
40908,37.03507673180768
40909,126.82392797218478
40910,311.334302550638
40911,589.2826427758089
40912,858.5281443423011
40913,1073.9089384718627
40914,1227.9785974619033
40915,1320.599569789986
40916,1350.554836907246
40917,1290.569507852713
40918,1238.184712348774
40919,1229.5452836641468
40920,1321.5273824411963
40921,1360.4798342554466
40922,1297.239917326929
40923,1049.2859860950402
40924,802.0610981290833
40925,568.4396233451231
40926,417.15490025167304
40927,219.03950936342022
40928,-15.000597679380649
40929,-344.6199389126156
40930,-764.8110584583981
40931,-1382.3866181543835
40932,-2163.6870900369436
40933,-2957.45794824453
40934,-3561.8700527722094
40935,-3866.608979877517
40936,-4046.714474761674
40937,-4247.535035400604
40938,-4681.733928848956
40939,-5235.372656493348
40940,-5971.947499358932
40941,-6747.500888999849
40942,-7657.363165037929
40943,-8449.306156727096
40944,-9132.60737364874
40945,-9517.316485783676
40946,-9860.92235524087
40947,-10089.959174194602
40948,-10228.898484965144
40949,-9988.587573327311
40950,-9403.122374887305
40951,-8622.324042088945
40952,-7931.606754150171
40953,-7534.682755590225
40954,-7264.311967299057
40955,-7183.272728930379
40956,-6816.4066234101965
40957,-6415.2363097741645
40958,-5058.688628347583
40959,-3687.599415317432
40960,-1.5454337933741416e-08
40961,5605.904997683914
40962,5349.816093553671
40963,6877.447071827962
40964,6790.277930563219
40965,7399.139264717688
40966,7414.332379401294
40967,7875.763845015976
40968,8177.843640851415
40969,8675.475352515015
40970,9132.431190341287
40971,9399.608609930754
40972,9516.813635564558
40973,9267.368213471527
40974,9081.56287765916
40975,8648.548928780941
40976,8424.461488255125
40977,7876.936640610828
40978,7415.706123562603
40979,6608.94596357551
40980,6016.687474448531
40981,5268.821359525569
40982,4792.314195676199
40983,4228.099037486655
40984,3884.466266323116
40985,3476.477227568027
40986,3106.3151416017704
40987,2528.8450452748048
40988,1854.0044633336831
40989,1151.7573365578141
40990,529.6372755836105
40991,95.02771727994947
40992,-302.2192586281591
40993,-574.7747746332684
40994,-897.7533990620058
40995,-1065.5908213389116
40996,-1298.1100845493197
40997,-1372.9553719710304
40998,-1524.5676096654358
40999,-1506.58178263499
41000,-1534.417759348537
41001,-1444.552556756681
41002,-1492.181302656459
41003,-1519.0550723773845
41004,-1603.1594226683933
41005,-1548.6499627232747
41006,-1410.9772528501803
41007,-1182.961166159519
41008,-934.1344182897099
41009,-702.8433094857631
41010,-466.7102848275733
41011,-324.1645550619412
41012,-189.10671506932866
41013,-158.86805696497441
41014,-61.46537010373072
41015,-4.969136267295315
41016,159.21696513559004
41017,240.85547174354883
41018,374.57986150340497
41019,415.6203892221456
41020,537.0153360876312
41021,608.6636502035465
41022,717.6277620248799
41023,751.4268024407437
41024,791.4049606222379
41025,782.0579434706644
41026,757.7456085244023
41027,708.0972233570567
41028,630.6168304264795
41029,597.0523188761043
41030,565.423894499919
41031,595.1698929035347
41032,568.2396440923857
41033,568.1617875137131
41034,486.0858778547989
41035,448.69316856017525
41036,336.21740877231065
41037,267.5241285784615
41038,131.94677504820285
41039,61.64022148796697
41040,-49.25661012539149
41041,-116.08059007702055
41042,-223.89603676789955
41043,-312.23524994175204
41044,-405.87588186166204
41045,-476.97973259092373
41046,-540.8437920808315
41047,-631.2145882520194
41048,-714.6181039691788
41049,-829.3706522527311
41050,-902.9517475606937
41051,-1008.5434261901837
41052,-1062.2245542840574
41053,-1155.7154279007725
41054,-1181.097212101209
41055,-1245.007849287277
41056,-1253.2299690626637
41057,-1316.588406409757
41058,-1338.1064974493634
41059,-1395.2416753819105
41060,-1407.1146912838624
41061,-1440.5919594172492
41062,-1455.0940390240787
41063,-1480.6881145273737
41064,-1494.9821748821676
41065,-1490.1023117400184
41066,-1480.97657303824
41067,-1442.3594887314982
41068,-1420.9517761277084
41069,-1359.4108514403538
41070,-1331.2791764287933
41071,-1263.0955804476448
41072,-1239.9098517336304
41073,-1165.8663449732685
41074,-1129.0526502055666
41075,-1032.6201459068927
41076,-971.9191055427023
41077,-869.4828294508008
41078,-802.4379780275252
41079,-704.4392042781044
41080,-628.0602413312232
41081,-534.0473515705551
41082,-452.46579047759144
41083,-375.1659456798344
41084,-300.59723269587715
41085,-253.10126713672557
41086,-206.5347504159696
41087,-197.46348524258855
41088,-163.4436703802289
41089,-161.37724338996887
41090,-115.62020701872618
41091,-113.75957626914268
41092,-76.9354117750095
41093,-96.227170240037
41094,-86.149243755725
41095,-127.18581561050247
41096,-140.79988002293845
41097,-195.09330413139364
41098,-225.7490762858664
41099,-279.71981526744884
41100,-322.3787381386904
41101,-376.41297606774896
41102,-429.19630678101515
41103,-471.05539711815317
41104,-516.0851641219443
41105,-531.5588517011605
41106,-565.361140419314
41107,-567.2137006672775
41108,-603.2811894897983
41109,-598.2505689467696
41110,-626.0163388945064
41111,-600.2208172638906
41112,-600.7537638597814
41113,-544.0074431367078
41114,-510.78153594879865
41115,-430.4091428308414
41116,-371.61159548826237
41117,-278.78842535222174
41118,-198.36848200011326
41119,-97.70326757152279
41120,-3.133833847400245e-09
41121,97.70326757280746
41122,198.36848200388536
41123,278.78842534985813
41124,371.6115954915919
41125,430.40914283733355
41126,510.78153594720766
41127,544.0074431408461
41128,600.753763860519
41129,600.220817260941
41130,626.016338903553
41131,598.2505689399007
41132,603.2811894918653
41133,567.2137006692927
41134,565.3611404095407
41135,531.558851711381
41136,516.0851641137245
41137,471.0553971199329
41138,429.19630678227804
41139,376.4129760650086
41140,322.37873813834483
41141,279.7198152705261
41142,225.74907628784788
41143,195.09330412746218
41144,140.79988002438526
41145,127.18581560551013
41146,86.14924375736939
41147,96.22717024287932
41148,76.93541177455666
41149,113.75957626800407
41150,115.6202070228023
41151,161.37724338548318
41152,163.44367037677986
41153,197.4634852412368
41154,206.53475041724784
41155,253.10126713327247
41156,300.59723269655444
41157,375.1659456775983
41158,452.4657904749975
41159,534.0473515760125
41160,628.0602413278556
41161,704.4392042791121
41162,802.4379780268582
41163,869.4828294508397
41164,971.9191055410304
41165,1032.6201459135393
41166,1129.052650202928
41167,1165.8663449705714
41168,1239.9098517397308
41169,1263.0955804449763
41170,1331.2791764280078
41171,1359.4108514413886
41172,1420.9517761263307
41173,1442.3594887291385
41174,1480.9765730404115
41175,1490.1023117408815
41176,1494.982174875622
41177,1480.6881145293669
41178,1455.0940390253202
41179,1440.5919594166812
41180,1407.1146912859203
41181,1395.2416753779414
41182,1338.1064974484373
41183,1316.5884064102127
41184,1253.2299690614554
41185,1245.0078492869427
41186,1181.097212099053
41187,1155.7154279028427
41188,1062.2245542815228
41189,1008.543426189272
41190,902.9517475597237
41191,829.370652251812
41192,714.618103971779
41193,631.2145882514752
41194,540.8437920817266
41195,476.9797325901015
41196,405.87588186338036
41197,312.2352499405775
41198,223.89603676735595
41199,116.08059007936154
41200,49.25661012017436
41201,-61.6402214886438
41202,-131.94677504764124
41203,-267.5241285767449
41204,-336.21740877275965
41205,-448.6931685616054
41206,-486.085877850955
41207,-568.1617875141694
41208,-568.2396440940811
41209,-595.1698929016236
41210,-565.4238945045021
41211,-597.0523188731162
41212,-630.6168304264022
41213,-708.0972233567481
41214,-757.7456085271729
41215,-782.0579434692664
41216,-791.4049606239554
41217,-751.4268024450321
41218,-717.6277620275639
41219,-608.6636502077913
41220,-537.0153360824312
41221,-415.6203892208658
41222,-374.5798615041701
41223,-240.8554717452142
41224,-159.21696513782706
41225,4.9691362657201195
41226,61.46537010118227
41227,158.86805696770287
41228,189.10671506207254
41229,324.1645550589834
41230,466.7102848268427
41231,702.8433094867772
41232,934.1344182858115
41233,1182.9611661595536
41234,1410.9772528479045
41235,1548.6499627226954
41236,1603.159422667673
41237,1519.0550723792005
41238,1492.1813026588327
41239,1444.552556757875
41240,1534.4177593512138
41241,1506.5817826292357
41242,1524.5676096715606
41243,1372.9553719667917
41244,1298.110084550135
41245,1065.5908213405041
41246,897.7533990622151
41247,574.7747746356116
41248,302.2192586277121
41249,-95.02771728019661
41250,-529.6372755881778
41251,-1151.7573365486057
41252,-1854.0044633383593
41253,-2528.84504527775
41254,-3106.3151416047936
41255,-3476.4772275640858
41256,-3884.466266315392
41257,-4228.099037494765
41258,-4792.314195672752
41259,-5268.821359524431
41260,-6016.687474447129
41261,-6608.945963572278
41262,-7415.7061235620395
41263,-7876.936640615865
41264,-8424.461488255747
41265,-8648.548928783923
41266,-9081.562877650016
41267,-9267.368213467285
41268,-9516.813635562652
41269,-9399.608609928177
41270,-9132.431190332583
41271,-8675.475352515887
41272,-8177.843640850399
41273,-7875.763845017879
41274,-7414.332379402802
41275,-7399.139264719318
41276,-6790.2779305603935
41277,-6877.447071831147
41278,-5349.816093555394
41279,-5605.904997673742
41280,-1.298905042875454e-08
41281,5605.90499768212
41282,5349.816093553023
41283,6877.4470718212315
41284,6790.277930563222
41285,7399.1392647171215
41286,7414.332379401862
41287,7875.763845015204
41288,8177.843640849918
41289,8675.475352510657
41290,9132.431190334393
41291,9399.608609918583
41292,9516.813635550669
41293,9267.368213459205
41294,9081.56287764958
41295,8648.548928779153
41296,8424.461488253191
41297,7876.936640610883
41298,7415.706123561328
41299,6608.945963575595
41300,6016.687474447862
41301,5268.821359525623
41302,4792.314195672732
41303,4228.099037485956
41304,3884.4662663232994
41305,3476.477227567857
41306,3106.315141601519
41307,2528.845045274561
41308,1854.0044633335071
41309,1151.757336554449
41310,529.6372755861951
41311,95.02771727769462
41312,-302.21925862900906
41313,-574.7747746331715
41314,-897.7533990640848
41315,-1065.590821339566
41316,-1298.1100845464896
41317,-1372.9553719670896
41318,-1524.5676096685918
41319,-1506.5817826322073
41320,-1534.4177593508327
41321,-1444.5525567570953
41322,-1492.1813026556506
41323,-1519.0550723810377
41324,-1603.1594226708512
41325,-1548.649962721851
41326,-1410.9772528495653
41327,-1182.961166158032
41328,-934.1344182868818
41329,-702.8433094859046
41330,-466.7102848258678
41331,-324.16455506253743
41332,-189.1067150693701
41333,-158.86805696567276
41334,-61.465370101990814
41335,-4.969136270213015
41336,159.21696513641405
41337,240.85547174448956
41338,374.5798615034988
41339,415.62038922203675
41340,537.0153360863993
41341,608.6636502021273
41342,717.6277620278271
41343,751.4268024428106
41344,791.404960620069
41345,782.0579434695574
41346,757.7456085255473
41347,708.0972233540353
41348,630.6168304282065
41349,597.0523188773609
41350,565.4238945022265
41351,595.1698929036987
41352,568.2396440943373
41353,568.1617875149233
41354,486.08587785432593
41355,448.6931685612385
41356,336.2174087694505
41357,267.5241285784709
41358,131.94677504664304
41359,61.640221487071585
41360,-49.25661012207162
41361,-116.08059007878857
41362,-223.89603676737906
41363,-312.23524994136744
41364,-405.8758818604307
41365,-476.97973259154054
41366,-540.8437920823329
41367,-631.2145882560171
41368,-714.6181039711706
41369,-829.3706522546721
41370,-902.951747556743
41371,-1008.5434261865637
41372,-1062.2245542842156
41373,-1155.7154279007898
41374,-1181.0972120993442
41375,-1245.0078492889227
41376,-1253.2299690621799
41377,-1316.5884064083252
41378,-1338.1064974487379
41379,-1395.2416753831174
41380,-1407.1146912814995
41381,-1440.5919594180875
41382,-1455.0940390236317
41383,-1480.688114526762
41384,-1494.982174875404
41385,-1490.1023117394548
41386,-1480.9765730375555
41387,-1442.3594887306576
41388,-1420.9517761302136
41389,-1359.4108514391592
41390,-1331.2791764290166
41391,-1263.095580442434
41392,-1239.9098517356233
41393,-1165.8663449695368
41394,-1129.0526501995523
41395,-1032.6201459092294
41396,-971.919105540517
41397,-869.482829450946
41398,-802.4379780270804
41399,-704.4392042757106
41400,-628.060241332008
41401,-534.0473515729063
41402,-452.4657904764655
41403,-375.16594568110514
41404,-300.59723269500296
41405,-253.10126713792874
41406,-206.53475041753327
41407,-197.46348524083416
41408,-163.44367038045135
41409,-161.37724338879198
41410,-115.62020701482831
41411,-113.75957626883415
41412,-76.93541177313111
41413,-96.22717024496893
41414,-86.14924375567668
41415,-127.18581561238969
41416,-140.79988002003893
41417,-195.09330413051688
41418,-225.7490762860842
41419,-279.7198152702347
41420,-322.3787381405892
41421,-376.41297606929976
41422,-429.19630678050805
41423,-471.0553971142515
41424,-516.0851641190397
41425,-531.5588516991617
41426,-565.3611404193305
41427,-567.2137006640555
41428,-603.2811894904853
41429,-598.2505689470178
41430,-626.0163388968698
41431,-600.2208172644051
41432,-600.753763857163
41433,-544.0074431391415
41434,-510.78153595306304
41435,-430.4091428335387
41436,-371.6115954880412
41437,-278.7884253539115
41438,-198.36848200181083
41439,-97.70326757634822
41440,-2.4417506619042875e-09
41441,97.70326757158531
41442,198.36848200490604
41443,278.78842534888656
41444,371.6115954925378
41445,430.40914283492344
41446,510.781535947139
41447,544.0074431392497
41448,600.7537638604279
41449,600.2208172602689
41450,626.0163389013106
41451,598.2505689397182
41452,603.2811894923183
41453,567.2137006677368
41454,565.3611404080677
41455,531.5588517096387
41456,516.0851641136185
41457,471.05539712187914
41458,429.1963067832792
41459,376.41297606344915
41460,322.3787381374627
41461,279.7198152720528
41462,225.74907628584677
41463,195.09330412700373
41464,140.7998800222087
41465,127.18581560780268
41466,86.14924375702046
41467,96.22717024273733
41468,76.93541177439059
41469,113.75957626657639
41470,115.62020702230211
41471,161.3772433875209
41472,163.44367037811895
41473,197.46348524052536
41474,206.53475041594558
41475,253.1012671336311
41476,300.59723269749946
41477,375.1659456775129
41478,452.4657904741644
41479,534.0473515745995
41480,628.0602413266027
41481,704.4392042798308
41482,802.4379780278367
41483,869.4828294522654
41484,971.9191055407649
41485,1032.6201459086496
41486,1129.0526502049381
41487,1165.8663449714643
41488,1239.9098517373272
41489,1263.0955804431935
41490,1331.279176428084
41491,1359.4108514430366
41492,1420.951776127485
41493,1442.3594887285594
41494,1480.9765730412682
41495,1490.1023117439365
41496,1494.982174876763
41497,1480.6881145293391
41498,1455.0940390267865
41499,1440.591959414396
41500,1407.114691286306
41501,1395.2416753788489
41502,1338.1064974481267
41503,1316.588406413102
41504,1253.2299690628965
41505,1245.0078492901216
41506,1181.0972120997728
41507,1155.7154278994349
41508,1062.2245542852756
41509,1008.5434261884035
41510,902.9517475578108
41511,829.3706522535582
41512,714.6181039729728
41513,631.2145882528805
41514,540.8437920833023
41515,476.9797325926768
41516,405.8758818637774
41517,312.2352499414346
41518,223.89603676908794
41519,116.08059007822301
41520,49.25661012047125
41521,-61.640221483708345
41522,-131.94677504713488
41523,-267.52412857433853
41524,-336.2174087745521
41525,-448.69316856217796
41526,-486.08587785175297
41527,-568.161787516622
41528,-568.2396440960732
41529,-595.1698928999817
41530,-565.423894504551
41531,-597.0523188719155
41532,-630.6168304259298
41533,-708.0972233541164
41534,-757.7456085241629
41535,-782.0579434665365
41536,-791.4049606200724
41537,-751.4268024440694
41538,-717.6277620243551
41539,-608.6636502075174
41540,-537.0153360821772
41541,-415.62038922151845
41542,-374.57986150455497
41543,-240.8554717449313
41544,-159.21696513520874
41545,4.969136266913457
41546,61.46537010049952
41547,158.86805696726856
41548,189.10671506574107
41549,324.1645550589166
41550,466.71028482412777
41551,702.8433094825131
41552,934.1344182876246
41553,1182.9611661614392
41554,1410.9772528460728
41555,1548.6499627208084
41556,1603.1594226726686
41557,1519.0550723770161
41558,1492.1813026622174
41559,1444.552556753477
41560,1534.4177593471686
41561,1506.5817826359523
41562,1524.5676096680154
41563,1372.9553719700418
41564,1298.1100845494466
41565,1065.5908213397843
41566,897.7533990644877
41567,574.7747746345574
41568,302.2192586255643
41569,-95.02771728046827
41570,-529.6372755898597
41571,-1151.7573365510614
41572,-1854.0044633365846
41573,-2528.845045277592
41574,-3106.3151416018472
41575,-3476.477227564282
41576,-3884.466266316572
41577,-4228.099037495972
41578,-4792.314195670685
41579,-5268.821359521581
41580,-6016.6874744488
41581,-6608.945963573148
41582,-7415.706123563974
41583,-7876.936640614989
41584,-8424.461488248788
41585,-8648.54892877883
41586,-9081.56287765707
41587,-9267.368213466518
41588,-9516.81363555035
41589,-9399.608609927913
41590,-9132.431190339428
41591,-8675.475352515545
41592,-8177.8436408489415
41593,-7875.763845019163
41594,-7414.332379398958
41595,-7399.1392647188695
41596,-6790.277930557325
41597,-6877.447071824773
41598,-5349.81609355297
41599,-5605.904997673791
41600,-8.330837609531498e-09
41601,4418.235959124661
41602,5431.862633314567
41603,5873.56483102794
41604,5308.29867487007
41605,5274.87707147203
41606,5351.640394792467
41607,5727.558947932624
41608,6143.579963739902
41609,6827.436689400951
41610,7626.529598390197
41611,8187.2703711202785
41612,8173.456990451666
41613,7492.870026696303
41614,6755.696711376702
41615,6244.168135737744
41616,5973.569044597241
41617,5322.7856429573985
41618,4452.248064184489
41619,3691.9357511526487
41620,3597.419630888882
41621,3783.3651429209676
41622,3919.9588747125204
41623,3668.8204616809517
41624,3272.523093167988
41625,2828.913255193054
41626,2407.370098883368
41627,1824.964918455412
41628,1184.5960699831876
41629,792.1426830007244
41630,934.5979791411343
41631,1501.1934011804426
41632,1897.4231642504608
41633,1766.257193593535
41634,1197.1619868725502
41635,703.8425016431094
41636,414.19730650825613
41637,289.8483195511881
41638,103.39955002752676
41639,30.451252561647664
41640,115.89878454212918
41641,377.3194963760412
41642,561.2428427882653
41643,591.0400680074115
41644,450.8429893136022
41645,343.2896050913195
41646,303.96240633039935
41647,274.0326850840163
41648,167.44988839857496
41649,33.77116736099843
41650,45.35842535466275
41651,227.24559737050294
41652,470.7892127594256
41653,555.0822341542469
41654,512.2490800516182
41655,397.02837788732273
41656,326.41045274125065
41657,203.43044843044555
41658,67.71607356243874
41659,-62.0206173912032
41660,-45.01950954625112
41661,59.40764467692092
41662,194.78314074478791
41663,230.65665099531356
41664,181.69674630032947
41665,88.35927904734977
41666,31.92155259935088
41667,8.157747102815971
41668,-37.8472226088409
41669,-116.43967088337786
41670,-197.07524519549145
41671,-194.75890919170735
41672,-172.56699450110804
41673,-158.39078142133795
41674,-216.54599906143304
41675,-259.4215924245893
41676,-315.57589131205947
41677,-375.9634233133779
41678,-506.8317093010234
41679,-634.4031892955198
41680,-729.9504232694095
41681,-732.3313846304336
41682,-702.042118003685
41683,-686.3759935968876
41684,-756.0256884095129
41685,-884.1399332990028
41686,-1009.8122666904135
41687,-1094.7779023093474
41688,-1128.811880402364
41689,-1139.7853127446217
41690,-1092.7178144581458
41691,-1019.9010908228192
41692,-939.0174222691556
41693,-942.8696905134216
41694,-994.7021270333044
41695,-1079.2779419267445
41696,-1093.40456135538
41697,-1066.8245450961408
41698,-1005.9593928378652
41699,-978.5490236371134
41700,-956.8238859229238
41701,-931.3225583611858
41702,-872.314699277111
41703,-822.0623272596604
41704,-805.2663064046168
41705,-821.7780718022979
41706,-844.9817521408269
41707,-846.2648920663986
41708,-860.6598351712524
41709,-881.2152408163307
41710,-906.8366556368418
41711,-859.7099314835194
41712,-777.2263982206581
41713,-688.5194469630167
41714,-688.7033148174538
41715,-741.8122416306793
41716,-823.8846148717942
41717,-855.86488378946
41718,-859.239621171834
41719,-826.2530232236992
41720,-792.9015816730839
41721,-747.3701541049837
41722,-700.2798771999702
41723,-671.5735813468709
41724,-689.3931628898966
41725,-742.309218052477
41726,-771.7110813083639
41727,-766.6134021832114
41728,-729.7259266173172
41729,-728.6329183088412
41730,-733.4342252959685
41731,-734.5442899680992
41732,-677.4155309785616
41733,-620.2268403996375
41734,-572.6769435018458
41735,-578.192976280588
41736,-588.0569722994472
41737,-600.2358190442707
41738,-583.8137411909306
41739,-571.3871401550298
41740,-558.5962949915317
41741,-539.5438391911605
41742,-493.2036058795345
41743,-434.01405372734547
41744,-410.2016415477633
41745,-428.03269140150076
41746,-477.8224465205428
41747,-501.3646808229837
41748,-512.628788501518
41749,-495.85927608072376
41750,-487.48046204007215
41751,-451.9089423166942
41752,-419.35052549595264
41753,-369.5094605066536
41754,-344.5416520835149
41755,-316.27744906507775
41756,-289.574922575707
41757,-222.14991731037134
41758,-138.84430344390782
41759,-57.69805047078012
41760,-1.5818034604854621e-09
41761,57.698050471904025
41762,138.84430344577152
41763,222.14991730903586
41764,289.574922576685
41765,316.2774490687026
41766,344.54165208293597
41767,369.5094605073847
41768,419.3505254959169
41769,451.9089423155102
41770,487.48046204493386
41771,495.8592760778378
41772,512.628788502575
41773,501.3646808231292
41774,477.82244651788636
41775,428.03269140455234
41776,410.20164154365375
41777,434.0140537269253
41778,493.2036058803912
41779,539.5438391898233
41780,558.596294991102
41781,571.3871401566939
41782,583.8137411921018
41783,600.2358190434921
41784,588.0569722997666
41785,578.1929762780077
41786,572.6769435022179
41787,620.2268404003488
41788,677.4155309788738
41789,734.5442899683851
41790,733.4342252979901
41791,728.6329183069166
41792,729.7259266157147
41793,766.613402182204
41794,771.7110813095239
41795,742.3092180512054
41796,689.3931628898482
41797,671.5735813464869
41798,700.2798771986444
41799,747.3701541074134
41800,792.9015816720453
41801,826.2530232242992
41802,859.2396211716904
41803,855.8648837895994
41804,823.8846148714354
41805,741.8122416337554
41806,688.7033148161908
41807,688.5194469610454
41808,777.2263982219171
41809,859.7099314818867
41810,906.8366556361136
41811,881.2152408163597
41812,860.6598351719313
41813,846.2648920655196
41814,844.9817521418762
41815,821.7780718022179
41816,805.2663064018394
41817,822.0623272600586
41818,872.314699277912
41819,931.3225583612713
41820,956.8238859236945
41821,978.5490236361622
41822,1005.959392837212
41823,1066.824545096471
41824,1093.4045613540648
41825,1079.277941925619
41826,994.7021270321765
41827,942.8696905135582
41828,939.0174222683561
41829,1019.9010908228724
41830,1092.7178144565025
41831,1139.7853127444494
41832,1128.8118804033063
41833,1094.7779023103067
41834,1009.812266689944
41835,884.1399332982033
41836,756.0256884092695
41837,686.3759935963064
41838,702.042118003073
41839,732.3313846314408
41840,729.9504232684868
41841,634.4031892953159
41842,506.8317093021307
41843,375.9634233128614
41844,315.5758913117377
41845,259.4215924232015
41846,216.5459990628028
41847,158.39078142215627
41848,172.5669945009357
41849,194.75890919280374
41850,197.07524519363568
41851,116.43967088434503
41852,37.847222608657766
41853,-8.157747102508676
41854,-31.921552600662256
41855,-88.35927904677474
41856,-181.69674630148512
41857,-230.65665099844557
41858,-194.78314074670772
41859,-59.40764467915237
41860,45.01950954993968
41861,62.02061739248592
41862,-67.71607356212657
41863,-203.43044843155292
41864,-326.4104527431276
41865,-397.0283778872533
41866,-512.2490800536117
41867,-555.0822341538844
41868,-470.78921276273627
41869,-227.2455973697853
41870,-45.358425353989745
41871,-33.77116735884745
41872,-167.44988840035003
41873,-274.0326850832001
41874,-303.9624063324691
41875,-343.2896050924034
41876,-450.84298931464883
41877,-591.0400680063574
41878,-561.242842786752
41879,-377.3194963738171
41880,-115.89878454094224
41881,-30.451252562562537
41882,-103.3995500258991
41883,-289.84831955280964
41884,-414.197306509215
41885,-703.8425016411109
41886,-1197.1619868712803
41887,-1766.2571935913306
41888,-1897.4231642516893
41889,-1501.1934011811295
41890,-934.5979791422765
41891,-792.1426829977421
41892,-1184.5960699841087
41893,-1824.9649184573555
41894,-2407.3700988818637
41895,-2828.913255191317
41896,-3272.5230931638557
41897,-3668.8204616857397
41898,-3919.9588747120165
41899,-3783.365142922059
41900,-3597.4196308872797
41901,-3691.935751149757
41902,-4452.248064182624
41903,-5322.785642959429
41904,-5973.569044598348
41905,-6244.168135739066
41906,-6755.696711372964
41907,-7492.870026693423
41908,-8173.45699045079
41909,-8187.270371118023
41910,-7626.529598386936
41911,-6827.436689401417
41912,-6143.579963741466
41913,-5727.558947932952
41914,-5351.640394792679
41915,-5274.877071471808
41916,-5308.298674868055
41917,-5873.564831026068
41918,-5431.862633314798
41919,-4418.235959123395
41920,-7.45511865572618e-09
41921,4418.235959123836
41922,5431.862633314161
41923,5873.564831025622
41924,5308.298674870048
41925,5274.877071471608
41926,5351.640394792272
41927,5727.558947931668
41928,6143.579963738991
41929,6827.436689399213
41930,7626.529598387038
41931,8187.2703711148615
41932,8173.456990445981
41933,7492.8700266919695
41934,6755.69671137385
41935,6244.168135736954
41936,5973.569044595488
41937,5322.785642958015
41938,4452.248064183946
41939,3691.9357511524236
41940,3597.4196308888545
41941,3783.365142921668
41942,3919.958874711448
41943,3668.8204616796534
41944,3272.523093168089
41945,2828.9132551929274
41946,2407.370098882619
41947,1824.964918454874
41948,1184.5960699828681
41949,792.1426829997454
41950,934.5979791415302
41951,1501.1934011792714
41952,1897.423164250558
41953,1766.257193593492
41954,1197.1619868714033
41955,703.8425016427683
41956,414.19730650927727
41957,289.848319552134
41958,103.39955002624978
41959,30.451252562128
41960,115.89878454162807
41961,377.3194963754636
